drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB08172	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB08173	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB08174	BE0000216	Coagulation factor X	Human	P00742	F10	Cytoplasmic
DB08175	BE0003740	Nuclear receptor coactivator 2	Human	Q15596	NCOA2	Nucleus
DB08175	BE0000078	Retinoic acid receptor RXR-beta	Human	P28702	RXRB	Nucleus
DB08175	BE0003781	Oxysterols receptor LXR-alpha	Human	Q13133	NR1H3	Nucleus (Potential)
DB08176	BE0002196	Amine oxidase [flavin-containing] B	Human	P27338	MAOB	Mitochondrion
DB08177	BE0001363	Lethal factor	Bacillus anthracis	P15917	lef	Secreted protein
DB08178	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08178	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08179	BE0000962	Lactoylglutathione lyase	Human	Q04760	GLO1	
DB08180	BE0002373	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Human	P49354	FNTA	
DB08180	BE0001142	Geranylgeranyl transferase type-1 subunit beta	Human	P53609	PGGT1B	
DB08181	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB08182	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08182	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08183	BE0004145	Tyrosine-protein kinase JAK1	Human	P23458	JAK1	
DB08183	BE0002408	Tyrosine-protein kinase JAK2	Human	O60674	JAK2	Intracytoplasmic membrane
DB08183	BE0003493	Tyrosine-protein kinase JAK3	Human	P52333	JAK3	Intracytoplasmic membrane
DB08183	BE0004146	Non-receptor tyrosine-protein kinase TYK2	Human	P29597	TYK2	
DB08184	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB08185	BE0003279	Elongation factor Tu	Thermus aquaticus	Q01698	tuf	Cytoplasm
DB08185	BE0004197	30S ribosomal protein S12	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHN3	rpsL	
DB08185	BE0003676	30S ribosomal protein S10	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHN7	rpsJ	
DB08185	BE0004198	30S ribosomal protein S11	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80376	rpsK	
DB08185	BE0004199	30S ribosomal protein S13	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80377	rpsM	Cytoplasmic
DB08185	BE0004200	30S ribosomal protein S14 type Z	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHQ1	rpsZ	
DB08185	BE0004201	30S ribosomal protein S15	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SJ76	rpsO	
DB08185	BE0004202	30S ribosomal protein S16	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SJH3	rpsP	
DB08185	BE0004203	30S ribosomal protein S17	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHP7	rpsQ	
DB08185	BE0004204	30S ribosomal protein S18	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SLQ0	rpsR	
DB08185	BE0004205	30S ribosomal protein S19	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHP2	rpsS	
DB08185	BE0004206	30S ribosomal protein S20	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80380	rpsT	Cytoplasmic
DB08185	BE0004207	30S ribosomal protein S4	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80373	rpsD	Cytoplasmic
DB08185	BE0004208	30S ribosomal protein S5	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHQ5	rpsE	
DB08185	BE0004209	30S ribosomal protein S6	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SLP8	rpsF	
DB08185	BE0004210	30S ribosomal protein S7	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P17291	rpsG	
DB08185	BE0004211	30S ribosomal protein S8	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SHQ2	rpsH	
DB08185	BE0004212	30S ribosomal protein S9	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80374	rpsI	
DB08185	BE0004213	30S ribosomal protein Thx	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q5SIH3	rpsU	
DB08185	BE0004214	30S ribosomal protein S17	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62658	rpsQ	
DB08185	BE0004215	30S ribosomal protein S20	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62661	rpsT	Cytoplasmic
DB08185	BE0004216	30S ribosomal protein S2	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62662	rpsB	
DB08185	BE0004217	30S ribosomal protein S3	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62663	rpsC	Cytoplasmic
DB08185	BE0004218	30S ribosomal protein S9	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62669	rpsI	
DB08185	BE0004219	30S ribosomal protein S19	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	P62660	rpsS	
DB08185	BE0004220	30S ribosomal protein S2	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80371	rpsB	
DB08185	BE0004221	30S ribosomal protein S3	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	P80372	rpsC	Cytoplasmic
DB08186	BE0002683	Histone acetyltransferase KAT2B	Human	Q92831	KAT2B	Nucleus (By similarity)
DB08187	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB08188	BE0001594	Gag-Pol polyprotein	HIV-1	P04585	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08190	BE0000220	Ribosyldihydronicotinamide dehydrogenase [quinone]	Human	P16083	NQO2	Cytoplasm
DB08191	BE0004105	Serine/threonine-protein kinase Sgk1	Human	O00141	SGK1	Cytoplasm. Nucleus. Endoplasmic reticulum
DB08192	BE0000838	Proto-oncogene tyrosine-protein kinase Src	Human	P12931	SRC	
DB08193	BE0003806	Penicillin G acylase	Escherichia coli	P06875	pac	Periplasm
DB08194	BE0001120	Heat shock protein HSP 90-alpha	Human	P07900	HSP90AA1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB08195	BE0001646	Cathepsin S	Human	P25774	CTSS	Lysosome
DB08196	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB08197	BE0001120	Heat shock protein HSP 90-alpha	Human	P07900	HSP90AA1	Cytoplasm. Melanosome. Note=Identified by mass spectrometry in melanosome fractions from stage I to 
DB08198	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08199	BE0003355	Metallo-beta-lactamase L1	Pseudomonas maltophilia	P52700		Periplasm (Potential)
DB08200	BE0002180	Cholinesterase	Human	P06276	BCHE	Cytoplasmic
DB08201	BE0002180	Cholinesterase	Human	P06276	BCHE	Cytoplasmic
DB08202	BE0000322	Carbonic anhydrase 2	Human	P00918	CA2	Cytoplasm
DB08203	BE0004001	Dihydrofolate reductase, mitochondrial	Human	Q86XF0	DHFRL1	
DB08204	BE0001501	Thymidylate synthase	Lactobacillus casei	P00469	thyA	Cytoplasm
DB08208	BE0000870	Dual specificity mitogen-activated protein kinase kinase 1	Human	Q02750	MAP2K1	
DB08209	BE0004222	FMN-dependent NADH-azoreductase 1	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Q9I5F3	azoR1	
DB08210	BE0001056	Glucokinase	Human	P35557	GCK	
DB08211	BE0001594	Gag-Pol polyprotein	HIV-1	P04585	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08212	BE0002050	Gag-Pol polyprotein	HIV-1	P03366	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08213	BE0001162	Caspase-3	Human	P42574	CASP3	Cytoplasm
DB08214	BE0000005	Nitric oxide synthase, inducible	Human	P35228	NOS2	
DB08215	BE0003849	Photosynthetic reaction center cytochrome c subunit	Rhodopseudomonas viridis	P07173	pufC	Cell membrane
DB08215	BE0003850	Reaction center protein H chain	Rhodopseudomonas viridis	P06008	puhA	Cellular chromatophore membrane
DB08215	BE0003851	Reaction center protein L chain	Rhodopseudomonas viridis	P06009	pufL	Cellular chromatophore membrane
DB08215	BE0003852	Reaction center protein M chain	Rhodopseudomonas viridis	P06010	pufM	Cellular chromatophore membrane
DB08215	BE0003952	Reaction center protein L chain	Rhodobacter sphaeroides	P0C0Y8	pufL	
DB08215	BE0003953	Reaction center protein M chain	Rhodobacter sphaeroides	P0C0Y9	pufM	Cellular chromatophore membrane
DB08215	BE0003954	Reaction center protein H chain	Rhodobacter sphaeroides	P0C0Y7	puhA	Cellular chromatophore membrane
DB08216	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB08217	BE0000957	Eukaryotic translation initiation factor 4E	Human	P06730	EIF4E	Cytoplasmic
DB08217	BE0004223	Uncharacterized protein	Mycobacterium tuberculosis H37Rv	P06730	MT1810	
DB08217	BE0004224	Carcinoembryonic antigen-related cell adhesion molecule 5	Human	P06731	CEACAM5	Cell membrane
DB08217	BE0004225	Afimbrial adhesin AFA-III	Escherichia coli	Q57254	afaE3	Fimbrium
DB08218	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08218	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08219	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08219	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08220	BE0003728	Nuclear receptor coactivator 1	Human	Q15788	NCOA1	Nucleus (By similarity)
DB08220	BE0001777	Bile acid receptor	Human	Q96RI1	NR1H4	Nucleus (Probable)
DB08221	BE0003379	Angiopoietin-1 receptor	Human	Q02763	TEK	Membrane
DB08222	BE0003898	Colipase	Human	P04118	CLPS	Secreted
DB08222	BE0000683	Pancreatic triacylglycerol lipase	Human	P16233	PNLIP	Secreted protein
DB08224	BE0002705	Liver carboxylesterase 1	Human	P23141	CES1	Endoplasmic reticulum
DB08226	BE0003366	DNA-directed RNA polymerase subunit alpha	Thermus thermophilus	Q9Z9H6	rpoA	Cytoplasmic
DB08226	BE0003367	DNA-directed RNA polymerase subunit beta	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q8RQE9	rpoB	Cytoplasmic
DB08226	BE0003368	DNA-directed RNA polymerase subunit beta'	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q8RQE8	rpoC	Cytoplasmic
DB08226	BE0003369	DNA-directed RNA polymerase subunit omega	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q8RQE7	rpoZ	Cytoplasmic
DB08226	BE0003370	RNA polymerase sigma factor	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	Q8RQE7	TTHA0532	Cytoplasmic
DB08227	BE0001996	Maltose-binding periplasmic protein	Escherichia coli (strain K12)	P0AEX9	malE	Periplasm
DB08228	BE0000220	Ribosyldihydronicotinamide dehydrogenase [quinone]	Human	P16083	NQO2	Cytoplasm
DB08229	BE0001162	Caspase-3	Human	P42574	CASP3	Cytoplasm
DB08230	BE0001277	Serine/threonine-protein kinase pim-1	Human	P11309	PIM1	Isoform 2:Cytoplasm. Nucleus. Isoform 1:Cell membrane
DB08231	BE0001612	Genome polyprotein	Poliovirus type 1 (strain Mahoney)	P03300		Cytoplasmic
DB08231	BE0004017	Genome polyprotein	HRV-16	Q82122		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004018	Genome polyprotein	HRV-1A	P23008		Protein VP1:Virion. Host cytoplasm (Potential)
DB08231	BE0004226	Genome polyprotein	BEV	P12915		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0003762	cAMP-dependent protein kinase inhibitor alpha	Human	P61925	PKIA	
DB08231	BE0003761	cAMP-dependent protein kinase catalytic subunit alpha	Human	P17612	PRKACA	Cytoplasm (By similarity). Nucleus (By similarity)
DB08231	BE0004227	Genome polyprotein	Coxsackievirus B3 (strain Woodruff)	Q66282		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004228	Genome polyprotein	Coxsackievirus A9 (strain Griggs)	P21404		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004229	Genome polyprotein	Poliovirus type 2 (strain Lansing)	P06210		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004230	Genome polyprotein	E-1	O91734		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004231	Genome polyprotein	Echovirus 11 (strain Gregory)	P29813		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004232	Fatty acid metabolism regulator protein	Escherichia coli (strain K12)	P0A8V6	fadR	Cytoplasm (Potential)
DB08231	BE0004233	Enoyl-CoA delta isomerase 2, mitochondrial	Human	O75521	PECI	Isoform 2:Peroxisome matrix
DB08231	BE0004234	Recoverin	Human	P35243	RCVRN	
DB08231	BE0000418	Calmodulin	Human	P62158	CALM1	
DB08231	BE0004235	Non-fluorescent flavoprotein	Photobacterium leiognathi	P09142	luxF	
DB08231	BE0004236	Genome polyprotein	SVDV	P13900		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0000014	Tyrosine-protein kinase ABL1	Human	P00519	ABL1	Cytoplasm
DB08231	BE0001333	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	Aquifex aeolicus (strain VF5)	O67648	lpxC	Cytoplasmic
DB08231	BE0004148	Genome polyprotein	Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	P03302		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004019	Hepatocyte nuclear factor 4-alpha	Human	P41235	HNF4A	Nucleus
DB08231	BE0003728	Nuclear receptor coactivator 1	Human	Q15788	NCOA1	Nucleus (By similarity)
DB08231	BE0004237	Protein Nef	HIV-1	P04324	nef	
DB08231	BE0001326	Ferrichrome-iron receptor	Escherichia coli (strain K12)	P06971	fhuA	Cell outer membrane; multi-pass membrane protein
DB08231	BE0000695	Peptidyl-prolyl cis-trans isomerase FKBP1A	Human	P62942	FKBP1A	Cytoplasm
DB08231	BE0000358	Calcineurin subunit B type 1	Human	P63098	PPP3R1	
DB08231	BE0004238	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Human	Q08209	PPP3CA	Nucleus (By similarity)
DB08231	BE0004239	Alpha-pyrone synthesis polyketide synthase-like Pks18	Mycobacterium tuberculosis	Q7D8I1	MT1417	
DB08231	BE0001210	Gag-Pol polyprotein	HIV-1	P12497	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08231	BE0003181	Trafficking protein particle complex subunit 3	Human	O43617	TRAPPC3	Golgi apparatus
DB08231	BE0003491	Insulin	Human	P01308	INS	Secreted
DB08231	BE0004240	Genome polyprotein	Coxsackievirus A21 (strain Coe)	P22055		RNA-directed RNA polymerase 3D-POL:Host cytoplasmic vesicle membrane
DB08231	BE0004241	Polyprotein	Coxsackievirus A21	P22055		Cytoplasmic
DB08231	BE0001432	Ganglioside GM2 activator	Human	P17900	GM2A	Lysosome
DB08231	BE0004242	ADP-ribosylation factor 6	Human	P62330	ARF6	Golgi apparatus. Cell membrane
DB08231	BE0004024	Lymphocyte antigen 96	Human	Q9Y6Y9	LY96	Secreted, extracellular space
DB08231	BE0004021	Protein TonB	Escherichia coli (strain K12)	P02929	tonB	Cell inner membrane
DB08231	BE0004243	Gag polyprotein	Human immunodeficiency virus 1	P02929	gag	Matrix protein p17:Virion (By similarity)
DB08231	BE0001732	Gag-Pol polyprotein	HIV-2	P04584	gag-pol	Nucleus. Cytoplasm (By similarity). Note=Following virus entry, the nuclear localization signal (NLS
DB08231	BE0003814	ADP-ribosylation factor 1	Human	P84077	ARF1	Golgi apparatus. Cytoplasm, perinuclear region
DB08231	BE0004244	Guanylyl cyclase-activating protein 1	Human	P43080	GUCA1A	Membrane
DB08231	BE0004246	R2-like ligand binding oxidase	Mycobacterium tuberculosis	P96416	Rv0233	
DB08231	BE0004247	Poliovirus receptor	Human	P15151	PVR	Isoform Gamma:Secreted
DB08231	BE0002442	Toll-like receptor 4	Human	O00206	TLR4	Membrane
DB08232	BE0000333	Coagulation factor VII	Human	P08709	F7	Cytoplasmic
DB08232	BE0001178	Tissue factor	Human	P13726	F3	Membrane; single-pass type I membrane protein
DB08233	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08233	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08234	BE0004248	Dihydrofolate reductase	Bacillus anthracis		dfrA	
DB08234	BE0000330	Dihydrofolate reductase	Human	P00374	DHFR	
DB08234	BE0003735	Dihydrofolate reductase	Staphylococcus aureus (strain bovine RF122 / ET3-1)	P00374	dfrB	
DB08234	BE0004138	Dihydrofolate reductase	Staphylococcus aureus	P0A017	folA	
DB08235	BE0004249	Actin-related protein 2/3 complex subunit 1B	Human	O15143	ARPC1B	Cytoplasm, cytoskeleton
DB08235	BE0004250	Actin-related protein 2	Human	P61160	ACTR2	Cytoplasm, cytoskeleton. Cell projection
DB08235	BE0004251	Actin-related protein 3	Human	P61158	ACTR3	Cytoplasm, cytoskeleton. Cell projection
DB08235	BE0004252	Actin-related protein 2/3 complex subunit 2	Human	O15144	ARPC2	Cytoplasm, cytoskeleton. Cell projection
DB08235	BE0004253	Actin-related protein 2/3 complex subunit 3	Human	O15145	ARPC3	Cytoplasm, cytoskeleton. Cell projection
DB08235	BE0004254	Actin-related protein 2/3 complex subunit 4	Human	P59998	ARPC4	Cytoplasm, cytoskeleton. Cell projection
DB08235	BE0004255	Actin-related protein 2/3 complex subunit 5	Human	O15511	ARPC5	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004249	Actin-related protein 2/3 complex subunit 1B	Human	O15143	ARPC1B	Cytoplasm, cytoskeleton
DB08236	BE0004250	Actin-related protein 2	Human	P61160	ACTR2	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004251	Actin-related protein 3	Human	P61158	ACTR3	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004252	Actin-related protein 2/3 complex subunit 2	Human	O15144	ARPC2	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004253	Actin-related protein 2/3 complex subunit 3	Human	O15145	ARPC3	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004254	Actin-related protein 2/3 complex subunit 4	Human	P59998	ARPC4	Cytoplasm, cytoskeleton. Cell projection
DB08236	BE0004255	Actin-related protein 2/3 complex subunit 5	Human	O15511	ARPC5	Cytoplasm, cytoskeleton. Cell projection
DB08237	BE0003870	DNA polymerase kappa	Human	Q9UBT6	POLK	Nucleus
DB08238	BE0000689	Fibroblast growth factor 1	Human	P05230	FGF1	
DB08239	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08240	BE0001683	Fructose-bisphosphate aldolase A	Human	P04075	ALDOA	
DB08241	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08241	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08242	BE0001019	Mitogen-activated protein kinase 14	Human	Q16539	MAPK14	Cytoplasm. Nucleus (By similarity)
DB08244	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08245	BE0001360	DNA polymerase	Enterobacteria phage RB69	Q38087	43	Cytoplasmic
DB08246	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08247	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08248	BE0003734	Cyclin-A2	Human	P20248	CCNA2	Nucleus. Cytoplasm
DB08248	BE0001072	Cyclin-dependent kinase 2	Human	P24941	CDK2deltaT	
DB08249	BE0000382	Dihydroorotate dehydrogenase (quinone), mitochondrial	Human	Q02127	DHODH	Mitochondrion; mitochondrial inner membrane
DB08249	BE0004256	Fatty acid oxidation complex subunit alpha	Pseudomonas fragi	P28793	fadB	
DB08249	BE0004257	3-ketoacyl-CoA thiolase	Pseudomonas fragi	P28790	fadA	Cytoplasm (By similarity)
DB08249	BE0001305	Ferripyoverdine receptor	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	P48632	fpvA	Cell outer membrane
DB08250	BE0001852	Kinesin-like protein KIF11	Human	P52732	KIF11	
DB08251	BE0001162	Caspase-3	Human	P42574	CASP3	Cytoplasm
DB08252	BE0001668	Streptavidin	Streptomyces avidinii	P22629		Secreted protein
DB08253	BE0001400	Pol polyprotein	FIV	P16088	pol	Cytoplasmic
DB08254	BE0000048	Prothrombin	Human	P00734	F2	Secreted protein; extracellular space
DB08254	BE0001739	Trypsin-1	Human	P07477	PRSS1	Secreted protein; extracellular space
DB08255	BE0004258	O-GlcNAcase BT_4395	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)	Q89ZI2	BT_4395	
DB08256	BE0000950	Bifunctional epoxide hydrolase 2	Human	P34913	EPHX2	Cytoplasm. Peroxisome
DB08257	BE0000950	Bifunctional epoxide hydrolase 2	Human	P34913	EPHX2	Cytoplasm. Peroxisome
DB08258	BE0000950	Bifunctional epoxide hydrolase 2	Human	P34913	EPHX2	Cytoplasm. Peroxisome
DB08259	BE0000950	Bifunctional epoxide hydrolase 2	Human	P34913	EPHX2	Cytoplasm. Peroxisome
DB08260	BE0001810	Beta-glucosidase A	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	Q08638	bglA	Cytoplasmic
DB08261	BE0004080	Neocarzinostatin	Streptomyces carzinostaticus	P0A3R9	ncsA	Cytoplasmic
DB08262	BE0000130	Hemoglobin subunit alpha	Human	P69905	HBA1	
DB08262	BE0000629	Hemoglobin subunit beta	Human	P68871	HBB	
DB08263	BE0002503	Hypoxia-inducible factor 1-alpha inhibitor	Human	Q9NWT6	HIF1AN	Nucleus (Potential)
DB08264	BE0004259	Naphthalene 1,2-dioxygenase subunit alpha	Pseudomonas putida	P0A110	ndoB	
DB08264	BE0004260	Naphthalene 1,2-dioxygenase subunit beta	Pseudomonas putida	P0A112	ndoC	
